LGAs,Local Government Area,Output Year,Police Region,Police Regions,Selected Year,Year,Year Ending,Year ending,Criminial Incident Rate,Incidents Recorded,"Rate per 100,000 population",레코드 수
참, Whittlesea,2016,1 North West Metro,참,거짓,2016,참,June,"5,782.90","11,974","5,782.90",1
참, Hobsons Bay,2016,1 North West Metro,참,거짓,2016,참,June,"5,847.30","5,464","5,847.30",1
참, Macedon Ranges,2016,4 Western,참,거짓,2016,참,June,"3,296.10","1,565","3,296.10",1
거짓,Total,2016,Justice Institutions and Immigration Facilities,거짓,거짓,2016,참,June,,864,,1
거짓,Total,2016,1 North West Metro,참,거짓,2016,참,June,"7,616.10","155,979","7,616.10",1
거짓,Total,2016,3 Southern Metro,참,거짓,2016,참,June,"6,182.90","92,847","6,182.90",1
거짓,Total,2016,4 Western,참,거짓,2016,참,June,"6,527.60","63,159","6,527.60",1
거짓,Total,2016,2 Eastern,참,거짓,2016,참,June,"5,070.70","83,922","5,070.70",1
거짓,Total,2016,Unincorporated Vic,거짓,거짓,2016,참,June,,99,,1
참, Southern Grampians,2016,4 Western,참,거짓,2016,참,June,"5,551.10",895,"5,551.10",1
참, Baw Baw,2016,2 Eastern,참,거짓,2016,참,June,"5,675.90","2,798","5,675.90",1
참, Yarra Ranges,2016,2 Eastern,참,거짓,2016,참,June,"3,958.10","6,144","3,958.10",1
참, Glenelg,2016,4 Western,참,거짓,2016,참,June,"6,655.20","1,315","6,655.20",1
참, Campaspe,2016,4 Western,참,거짓,2016,참,June,"6,966.40","2,619","6,966.40",1
참, Justice Institutions and Immigration Facilities,2016,Justice Institutions and Immigration Facilities,거짓,거짓,2016,참,June,,864,,1
참, Port Phillip,2016,3 Southern Metro,참,거짓,2016,참,June,"9,356.80","10,164","9,356.80",1
참, Ararat,2016,4 Western,참,거짓,2016,참,June,"7,467.00",877,"7,467.00",1
참, Alpine,2016,2 Eastern,참,거짓,2016,참,June,"2,345.40",295,"2,345.40",1
참, Greater Dandenong,2016,3 Southern Metro,참,거짓,2016,참,June,"9,123.00","14,617","9,123.00",1
참, Queenscliffe,2016,4 Western,참,거짓,2016,참,June,"5,018.80",147,"5,018.80",1
참, Unincorporated Vic,2016,Unincorporated Vic,거짓,거짓,2016,참,June,,99,,1
참, Bass Coast,2016,2 Eastern,참,거짓,2016,참,June,"6,027.40","2,017","6,027.40",1
참, Darebin,2016,1 North West Metro,참,거짓,2016,참,June,"8,036.70","12,467","8,036.70",1
참, Golden Plains,2016,4 Western,참,거짓,2016,참,June,"2,929.70",645,"2,929.70",1
참, Mornington Peninsula,2016,3 Southern Metro,참,거짓,2016,참,June,"5,405.90","8,732","5,405.90",1
참, Greater Bendigo,2016,4 Western,참,거짓,2016,참,June,"6,207.50","6,969","6,207.50",1
참, West Wimmera,2016,4 Western,참,거짓,2016,참,June,"2,717.80",107,"2,717.80",1
참, Whitehorse,2016,2 Eastern,참,거짓,2016,참,June,"3,365.30","5,709","3,365.30",1
참, Greater Shepparton,2016,2 Eastern,참,거짓,2016,참,June,"9,050.00","5,889","9,050.00",1
참, Northern Grampians,2016,4 Western,참,거짓,2016,참,June,"7,458.90",863,"7,458.90",1
참, South Gippsland,2016,2 Eastern,참,거짓,2016,참,June,"3,248.40",946,"3,248.40",1
참, Hume,2016,1 North West Metro,참,거짓,2016,참,June,"7,851.10","16,255","7,851.10",1
참, Yarriambiack,2016,4 Western,참,거짓,2016,참,June,"5,071.90",342,"5,071.90",1
참, Glen Eira,2016,3 Southern Metro,참,거짓,2016,참,June,"3,630.30","5,394","3,630.30",1
참, Mildura,2016,4 Western,참,거짓,2016,참,June,"8,721.50","4,767","8,721.50",1
참, Loddon,2016,4 Western,참,거짓,2016,참,June,"4,763.20",360,"4,763.20",1
참, Buloke,2016,4 Western,참,거짓,2016,참,June,"2,944.00",185,"2,944.00",1
참, Murrindindi,2016,2 Eastern,참,거짓,2016,참,June,"4,049.20",569,"4,049.20",1
참, Warrnambool,2016,4 Western,참,거짓,2016,참,June,"6,641.00","2,274","6,641.00",1
참, Mount Alexander,2016,4 Western,참,거짓,2016,참,June,"4,780.90",913,"4,780.90",1
참, Latrobe,2016,2 Eastern,참,거짓,2016,참,June,"13,202.50","9,852","13,202.50",1
참, Kingston,2016,3 Southern Metro,참,거짓,2016,참,June,"5,271.80","8,379","5,271.80",1
참, Central Goldfields,2016,4 Western,참,거짓,2016,참,June,"7,595.30",994,"7,595.30",1
참, Pyrenees,2016,4 Western,참,거짓,2016,참,June,"5,399.10",395,"5,399.10",1
참, Melbourne,2016,1 North West Metro,참,거짓,2016,참,June,"18,171.60","26,548","18,171.60",1
참, Horsham,2016,4 Western,참,거짓,2016,참,June,"9,414.60","1,872","9,414.60",1
참, Banyule,2016,1 North West Metro,참,거짓,2016,참,June,"5,684.70","7,245","5,684.70",1
참, Moira,2016,2 Eastern,참,거짓,2016,참,June,"4,090.10","1,206","4,090.10",1
참, Moorabool,2016,4 Western,참,거짓,2016,참,June,"5,368.50","1,754","5,368.50",1
참, Ballarat,2016,4 Western,참,거짓,2016,참,June,"8,652.20","8,955","8,652.20",1
참, Greater Geelong,2016,4 Western,참,거짓,2016,참,June,"7,506.00","17,979","7,506.00",1
참, Knox,2016,2 Eastern,참,거짓,2016,참,June,"5,020.80","8,051","5,020.80",1
참, Moonee Valley,2016,1 North West Metro,참,거짓,2016,참,June,"5,962.40","7,326","5,962.40",1
참, Boroondara,2016,2 Eastern,참,거짓,2016,참,June,"3,578.00","6,343","3,578.00",1
참, Frankston,2016,3 Southern Metro,참,거짓,2016,참,June,"8,292.40","11,568","8,292.40",1
참, Wellington,2016,2 Eastern,참,거짓,2016,참,June,"7,353.50","3,201","7,353.50",1
참, Stonnington,2016,3 Southern Metro,참,거짓,2016,참,June,"7,652.90","8,495","7,652.90",1
참, Wangaratta,2016,2 Eastern,참,거짓,2016,참,June,"6,026.20","1,723","6,026.20",1
참, Monash,2016,2 Eastern,참,거짓,2016,참,June,"4,236.20","8,160","4,236.20",1
참, Benalla,2016,2 Eastern,참,거짓,2016,참,June,"6,773.00",947,"6,773.00",1
참, East Gippsland,2016,2 Eastern,참,거짓,2016,참,June,"7,046.10","3,213","7,046.10",1
참, Maribyrnong,2016,1 North West Metro,참,거짓,2016,참,June,"8,513.70","7,402","8,513.70",1
참, Strathbogie,2016,2 Eastern,참,거짓,2016,참,June,"4,064.90",421,"4,064.90",1
참, Corangamite,2016,4 Western,참,거짓,2016,참,June,"3,706.20",602,"3,706.20",1
참, Brimbank,2016,1 North West Metro,참,거짓,2016,참,June,"7,493.50","15,301","7,493.50",1
참, Casey,2016,3 Southern Metro,참,거짓,2016,참,June,"5,255.90","16,440","5,255.90",1
참, Indigo,2016,2 Eastern,참,거짓,2016,참,June,"2,202.30",356,"2,202.30",1
참, Moyne,2016,4 Western,참,거짓,2016,참,June,"2,551.20",427,"2,551.20",1
참, Mitchell,2016,2 Eastern,참,거짓,2016,참,June,"7,410.00","3,097","7,410.00",1
참, Mansfield,2016,2 Eastern,참,거짓,2016,참,June,"5,084.20",441,"5,084.20",1
참, Hindmarsh,2016,4 Western,참,거짓,2016,참,June,"3,388.70",196,"3,388.70",1
참, Melton,2016,1 North West Metro,참,거짓,2016,참,June,"6,353.40","8,985","6,353.40",1
참, Hepburn,2016,4 Western,참,거짓,2016,참,June,"4,161.00",646,"4,161.00",1
참, Yarra,2016,1 North West Metro,참,거짓,2016,참,June,"11,547.60","10,727","11,547.60",1
참, Nillumbik,2016,1 North West Metro,참,거짓,2016,참,June,"3,292.60","2,113","3,292.60",1
참, Mornington Peninsula,2017,3 Southern Metro,참,거짓,2017,참,June,"5,445.30","8,936","5,445.30",1
참, Alpine,2017,2 Eastern,참,거짓,2017,참,June,"2,200.50",279,"2,200.50",1
참, Bass Coast,2017,2 Eastern,참,거짓,2017,참,June,"5,900.50","2,049","5,900.50",1
참, Benalla,2017,2 Eastern,참,거짓,2017,참,June,"6,993.80",982,"6,993.80",1
참, Greater Bendigo,2017,4 Western,참,거짓,2017,참,June,"6,889.50","7,868","6,889.50",1
참, West Wimmera,2017,4 Western,참,거짓,2017,참,June,"3,391.50",134,"3,391.50",1
참, Moira,2017,2 Eastern,참,거짓,2017,참,June,"4,946.30","1,469","4,946.30",1
참, Pyrenees,2017,4 Western,참,거짓,2017,참,June,"4,918.00",360,"4,918.00",1
참, Loddon,2017,4 Western,참,거짓,2017,참,June,"4,626.60",350,"4,626.60",1
참, Buloke,2017,4 Western,참,거짓,2017,참,June,"2,203.30",137,"2,203.30",1
참, Glen Eira,2017,3 Southern Metro,참,거짓,2017,참,June,"3,848.10","5,797","3,848.10",1
거짓,Total,2017,2 Eastern,참,거짓,2017,참,June,"5,308.60","88,978","5,308.60",1
거짓,Total,2017,Unincorporated Vic,거짓,거짓,2017,참,June,,122,,1
거짓,Total,2017,1 North West Metro,참,거짓,2017,참,June,"7,288.30","153,663","7,288.30",1
거짓,Total,2017,Justice Institutions and Immigration Facilities,거짓,거짓,2017,참,June,,"1,258",,1
거짓,Total,2017,4 Western,참,거짓,2017,참,June,"6,735.00","66,274","6,735.00",1
거짓,Total,2017,3 Southern Metro,참,거짓,2017,참,June,"6,207.60","95,002","6,207.60",1
참, Mount Alexander,2017,4 Western,참,거짓,2017,참,June,"4,490.10",866,"4,490.10",1
참, Mitchell,2017,2 Eastern,참,거짓,2017,참,June,"6,959.40","2,994","6,959.40",1
참, Wyndham,2017,1 North West Metro,참,거짓,2017,참,June,"4,742.50","11,450","4,742.50",1
참, Moorabool,2017,4 Western,참,거짓,2017,참,June,"5,975.50","2,012","5,975.50",1
참, Southern Grampians,2017,4 Western,참,거짓,2017,참,June,"6,290.50","1,019","6,290.50",1
참, Towong,2017,2 Eastern,참,거짓,2017,참,June,"2,854.80",173,"2,854.80",1
참, Greater Geelong,2017,4 Western,참,거짓,2017,참,June,"7,241.20","17,831","7,241.20",1
참, Hobsons Bay,2017,1 North West Metro,참,거짓,2017,참,June,"5,409.40","5,112","5,409.40",1
참, Whittlesea,2017,1 North West Metro,참,거짓,2017,참,June,"5,697.90","12,212","5,697.90",1
참, Indigo,2017,2 Eastern,참,거짓,2017,참,June,"2,246.20",368,"2,246.20",1
참, Cardinia,2017,3 Southern Metro,참,거짓,2017,참,June,"4,899.10","5,007","4,899.10",1
참, Swan Hill,2017,4 Western,참,거짓,2017,참,June,"8,400.20","1,769","8,400.20",1
참, Boroondara,2017,2 Eastern,참,거짓,2017,참,June,"3,790.80","6,770","3,790.80",1
참, Moreland,2017,1 North West Metro,참,거짓,2017,참,June,"6,509.40","11,394","6,509.40",1
참, Frankston,2017,3 Southern Metro,참,거짓,2017,참,June,"8,468.40","11,901","8,468.40",1
참, Macedon Ranges,2017,4 Western,참,거짓,2017,참,June,"3,490.50","1,689","3,490.50",1
참, Casey,2017,3 Southern Metro,참,거짓,2017,참,June,"5,303.00","17,223","5,303.00",1
참, Maroondah,2017,2 Eastern,참,거짓,2017,참,June,"5,825.00","6,767","5,825.00",1
참, Central Goldfields,2017,4 Western,참,거짓,2017,참,June,"6,541.30",863,"6,541.30",1
참, Surf Coast,2017,4 Western,참,거짓,2017,참,June,"3,548.40","1,119","3,548.40",1
참, Glenelg,2017,4 Western,참,거짓,2017,참,June,"6,825.60","1,351","6,825.60",1
참, Strathbogie,2017,2 Eastern,참,거짓,2017,참,June,"4,303.20",453,"4,303.20",1
참, Corangamite,2017,4 Western,참,거짓,2017,참,June,"5,027.00",818,"5,027.00",1
참, Brimbank,2017,1 North West Metro,참,거짓,2017,참,June,"6,754.20","13,916","6,754.20",1
참, Unincorporated Vic,2017,Unincorporated Vic,거짓,거짓,2017,참,June,,122,,1
참, Wellington,2017,2 Eastern,참,거짓,2017,참,June,"7,026.40","3,081","7,026.40",1
참, Melton,2017,1 North West Metro,참,거짓,2017,참,June,"5,765.10","8,568","5,765.10",1
참, Stonnington,2017,3 Southern Metro,참,거짓,2017,참,June,"7,735.80","8,672","7,735.80",1
참, Wangaratta,2017,2 Eastern,참,거짓,2017,참,June,"6,441.80","1,864","6,441.80",1
참, Melbourne,2017,1 North West Metro,참,거짓,2017,참,June,"17,351.90","27,069","17,351.90",1
참, Northern Grampians,2017,4 Western,참,거짓,2017,참,June,"7,957.90",922,"7,957.90",1
참, Yarra,2017,1 North West Metro,참,거짓,2017,참,June,"11,782.10","11,130","11,782.10",1
참, East Gippsland,2017,2 Eastern,참,거짓,2017,참,June,"6,319.30","2,919","6,319.30",1
참, Manningham,2017,2 Eastern,참,거짓,2017,참,June,"3,259.40","4,044","3,259.40",1
참, Moonee Valley,2017,1 North West Metro,참,거짓,2017,참,June,"6,018.50","7,479","6,018.50",1
참, Knox,2017,2 Eastern,참,거짓,2017,참,June,"5,680.30","9,171","5,680.30",1
참, Monash,2017,2 Eastern,참,거짓,2017,참,June,"4,567.80","8,935","4,567.80",1
참, Campaspe,2017,4 Western,참,거짓,2017,참,June,"7,096.30","2,681","7,096.30",1
참, Mansfield,2017,2 Eastern,참,거짓,2017,참,June,"5,691.10",506,"5,691.10",1
참, Hindmarsh,2017,4 Western,참,거짓,2017,참,June,"4,995.60",286,"4,995.60",1
참, Hepburn,2017,4 Western,참,거짓,2017,참,June,"4,363.60",685,"4,363.60",1
참, Yarra Ranges,2017,2 Eastern,참,거짓,2017,참,June,"3,934.30","6,162","3,934.30",1
참, Greater Dandenong,2017,3 Southern Metro,참,거짓,2017,참,June,"9,135.20","14,878","9,135.20",1
참, Kingston,2017,3 Southern Metro,참,거짓,2017,참,June,"5,174.00","8,282","5,174.00",1
참, Port Phillip,2017,3 Southern Metro,참,거짓,2017,참,June,"9,405.60","10,298","9,405.60",1
참, Baw Baw,2017,2 Eastern,참,거짓,2017,참,June,"5,569.10","2,832","5,569.10",1
참, Greater Shepparton,2017,2 Eastern,참,거짓,2017,참,June,"9,345.80","6,161","9,345.80",1
참, Moyne,2017,4 Western,참,거짓,2017,참,June,"3,124.40",524,"3,124.40",1
참, Nillumbik,2017,1 North West Metro,참,거짓,2017,참,June,"3,250.70","2,093","3,250.70",1
참, Queenscliffe,2017,4 Western,참,거짓,2017,참,June,"4,587.50",134,"4,587.50",1
참, Mildura,2017,4 Western,참,거짓,2017,참,June,"9,294.40","5,150","9,294.40",1
참, Justice Institutions and Immigration Facilities,2017,Justice Institutions and Immigration Facilities,거짓,거짓,2017,참,June,,"1,258",,1
참, Hume,2017,1 North West Metro,참,거짓,2017,참,June,"7,518.80","16,251","7,518.80",1
참, Bayside,2017,3 Southern Metro,참,거짓,2017,참,June,"3,867.90","4,008","3,867.90",1
참, Darebin,2017,1 North West Metro,참,거짓,2017,참,June,"8,119.50","12,704","8,119.50",1
참, Golden Plains,2017,4 Western,참,거짓,2017,참,June,"2,393.80",541,"2,393.80",1
참, Yarriambiack,2017,4 Western,참,거짓,2017,참,June,"5,220.00",350,"5,220.00",1
참, Whitehorse,2017,2 Eastern,참,거짓,2017,참,June,"3,965.40","6,833","3,965.40",1
참, Gannawarra,2017,4 Western,참,거짓,2017,참,June,"5,010.90",531,"5,010.90",1
참, Colac-Otway,2017,4 Western,참,거짓,2017,참,June,"7,505.20","1,620","7,505.20",1
참, Murrindindi,2017,2 Eastern,참,거짓,2017,참,June,"3,598.90",514,"3,598.90",1
참, Warrnambool,2017,4 Western,참,거짓,2017,참,June,"7,889.60","2,722","7,889.60",1
참, Latrobe,2017,2 Eastern,참,거짓,2017,참,June,"13,288.80","9,973","13,288.80",1
참, Ballarat,2017,4 Western,참,거짓,2017,참,June,"8,812.50","9,297","8,812.50",1
참, Ararat,2017,4 Western,참,거짓,2017,참,June,"8,015.30",945,"8,015.30",1
참, Maribyrnong,2017,1 North West Metro,참,거짓,2017,참,June,"7,705.20","6,787","7,705.20",1
참, Wodonga,2017,2 Eastern,참,거짓,2017,참,June,"6,154.90","2,512","6,154.90",1
참, Horsham,2017,4 Western,참,거짓,2017,참,June,"8,514.00","1,700","8,514.00",1
참, South Gippsland,2017,2 Eastern,참,거짓,2017,참,June,"3,976.70","1,167","3,976.70",1
참, Banyule,2017,1 North West Metro,참,거짓,2017,참,June,"5,830.40","7,498","5,830.40",1
참, Bayside,2018,3 Southern Metro,참,거짓,2018,참,June,"3,714.20","3,883","3,714.20",1
참, East Gippsland,2018,2 Eastern,참,거짓,2018,참,June,"6,791.90","3,181","6,791.90",1
참, Strathbogie,2018,2 Eastern,참,거짓,2018,참,June,"4,158.90",446,"4,158.90",1
참, Corangamite,2018,4 Western,참,거짓,2018,참,June,"3,656.40",593,"3,656.40",1
참, Brimbank,2018,1 North West Metro,참,거짓,2018,참,June,"6,878.00","14,227","6,878.00",1
참, Alpine,2018,2 Eastern,참,거짓,2018,참,June,"2,725.10",349,"2,725.10",1
참, Banyule,2018,1 North West Metro,참,거짓,2018,참,June,"5,631.90","7,296","5,631.90",1
참, Mount Alexander,2018,4 Western,참,거짓,2018,참,June,"3,423.80",667,"3,423.80",1
참, Pyrenees,2018,4 Western,참,거짓,2018,참,June,"4,453.60",326,"4,453.60",1
참, Greater Geelong,2018,4 Western,참,거짓,2018,참,June,"6,386.20","16,152","6,386.20",1
참, Northern Grampians,2018,4 Western,참,거짓,2018,참,June,"6,641.40",772,"6,641.40",1
참, Hepburn,2018,4 Western,참,거짓,2018,참,June,"4,041.50",642,"4,041.50",1
참, Casey,2018,3 Southern Metro,참,거짓,2018,참,June,"4,409.60","14,895","4,409.60",1
참, Justice Institutions and Immigration Facilities,2018,Justice Institutions and Immigration Facilities,거짓,거짓,2018,참,June,,"1,491",,1
참, Port Phillip,2018,3 Southern Metro,참,거짓,2018,참,June,"8,766.10","9,702","8,766.10",1
참, Moyne,2018,4 Western,참,거짓,2018,참,June,"2,529.30",427,"2,529.30",1
참, Boroondara,2018,2 Eastern,참,거짓,2018,참,June,"3,135.10","5,621","3,135.10",1
참, Cardinia,2018,3 Southern Metro,참,거짓,2018,참,June,"4,113.60","4,395","4,113.60",1
참, Frankston,2018,3 Southern Metro,참,거짓,2018,참,June,"7,844.90","11,094","7,844.90",1
참, Wellington,2018,2 Eastern,참,거짓,2018,참,June,"6,170.90","2,727","6,170.90",1
참, Murrindindi,2018,2 Eastern,참,거짓,2018,참,June,"3,869.90",563,"3,869.90",1
참, Stonnington,2018,3 Southern Metro,참,거짓,2018,참,June,"7,218.00","8,177","7,218.00",1
참, Warrnambool,2018,4 Western,참,거짓,2018,참,June,"7,772.10","2,704","7,772.10",1
참, Wangaratta,2018,2 Eastern,참,거짓,2018,참,June,"5,974.50","1,747","5,974.50",1
거짓,Total,2018,2 Eastern,참,거짓,2018,참,June,"4,894.40","82,917","4,894.40",1
거짓,Total,2018,4 Western,참,거짓,2018,참,June,"6,084.20","60,874","6,084.20",1
거짓,Total,2018,Unincorporated Vic,거짓,거짓,2018,참,June,,107,,1
거짓,Total,2018,Justice Institutions and Immigration Facilities,거짓,거짓,2018,참,June,,"1,491",,1
거짓,Total,2018,1 North West Metro,참,거짓,2018,참,June,"6,882.00","148,856","6,882.00",1
거짓,Total,2018,3 Southern Metro,참,거짓,2018,참,June,"5,608.40","87,470","5,608.40",1
참, Bass Coast,2018,2 Eastern,참,거짓,2018,참,June,"4,555.90","1,642","4,555.90",1
참, Knox,2018,2 Eastern,참,거짓,2018,참,June,"5,210.70","8,459","5,210.70",1
참, Darebin,2018,1 North West Metro,참,거짓,2018,참,June,"7,273.30","11,419","7,273.30",1
참, Mansfield,2018,2 Eastern,참,거짓,2018,참,June,"4,211.30",385,"4,211.30",1
참, Latrobe,2018,2 Eastern,참,거짓,2018,참,June,"12,768.70","9,642","12,768.70",1
참, Hindmarsh,2018,4 Western,참,거짓,2018,참,June,"4,220.90",240,"4,220.90",1
참, Horsham,2018,4 Western,참,거짓,2018,참,June,"8,181.60","1,640","8,181.60",1
참, Greater Bendigo,2018,4 Western,참,거짓,2018,참,June,"6,148.70","7,137","6,148.70",1
참, West Wimmera,2018,4 Western,참,거짓,2018,참,June,"2,877.30",114,"2,877.30",1
참, Whitehorse,2018,2 Eastern,참,거짓,2018,참,June,"3,673.50","6,404","3,673.50",1
참, Mitchell,2018,2 Eastern,참,거짓,2018,참,June,"6,910.50","3,076","6,910.50",1
참, Yarra,2018,1 North West Metro,참,거짓,2018,참,June,"11,428.10","10,907","11,428.10",1
참, Ballarat,2018,4 Western,참,거짓,2018,참,June,"8,054.50","8,660","8,054.50",1
참, Ararat,2018,4 Western,참,거짓,2018,참,June,"7,505.10",885,"7,505.10",1
참, Glen Eira,2018,3 Southern Metro,참,거짓,2018,참,June,"3,323.90","5,062","3,323.90",1
참, Glenelg,2018,4 Western,참,거짓,2018,참,June,"5,574.30","1,108","5,574.30",1
참, Yarriambiack,2018,4 Western,참,거짓,2018,참,June,"5,184.50",347,"5,184.50",1
참, Moira,2018,2 Eastern,참,거짓,2018,참,June,"4,946.30","1,478","4,946.30",1
참, Queenscliffe,2018,4 Western,참,거짓,2018,참,June,"3,185.40",94,"3,185.40",1
참, Moorabool,2018,4 Western,참,거짓,2018,참,June,"5,027.40","1,741","5,027.40",1
참, Greater Shepparton,2018,2 Eastern,참,거짓,2018,참,June,"9,033.30","6,032","9,033.30",1
참, Kingston,2018,3 Southern Metro,참,거짓,2018,참,June,"4,958.50","8,011","4,958.50",1
참, Golden Plains,2018,4 Western,참,거짓,2018,참,June,"2,175.50",504,"2,175.50",1
참, Southern Grampians,2018,4 Western,참,거짓,2018,참,June,"6,678.50","1,087","6,678.50",1
참, Maroondah,2018,2 Eastern,참,거짓,2018,참,June,"4,992.60","5,843","4,992.60",1
참, Benalla,2018,2 Eastern,참,거짓,2018,참,June,"6,716.20",950,"6,716.20",1
참, Swan Hill,2018,4 Western,참,거짓,2018,참,June,"8,349.00","1,772","8,349.00",1
참, Monash,2018,2 Eastern,참,거짓,2018,참,June,"4,234.50","8,381","4,234.50",1
참, Surf Coast,2018,4 Western,참,거짓,2018,참,June,"2,723.50",891,"2,723.50",1
참, Campaspe,2018,4 Western,참,거짓,2018,참,June,"6,744.40","2,557","6,744.40",1
참, Moonee Valley,2018,1 North West Metro,참,거짓,2018,참,June,"5,402.90","6,775","5,402.90",1
참, Colac-Otway,2018,4 Western,참,거짓,2018,참,June,"5,824.60","1,270","5,824.60",1
참, Wyndham,2018,1 North West Metro,참,거짓,2018,참,June,"4,304.10","11,051","4,304.10",1
참, South Gippsland,2018,2 Eastern,참,거짓,2018,참,June,"3,195.10",945,"3,195.10",1
참, Greater Dandenong,2018,3 Southern Metro,참,거짓,2018,참,June,"8,424.20","13,883","8,424.20",1
참, Melbourne,2018,1 North West Metro,참,거짓,2018,참,June,"16,874.30","27,583","16,874.30",1
참, Hume,2018,1 North West Metro,참,거짓,2018,참,June,"6,851.40","15,438","6,851.40",1
참, Indigo,2018,2 Eastern,참,거짓,2018,참,June,"1,843.60",306,"1,843.60",1
참, Maribyrnong,2018,1 North West Metro,참,거짓,2018,참,June,"7,595.00","6,745","7,595.00",1
참, Macedon Ranges,2018,4 Western,참,거짓,2018,참,June,"3,059.60","1,507","3,059.60",1
참, Melton,2018,1 North West Metro,참,거짓,2018,참,June,"5,169.90","8,109","5,169.90",1
참, Baw Baw,2018,2 Eastern,참,거짓,2018,참,June,"5,714.60","2,994","5,714.60",1
참, Manningham,2018,2 Eastern,참,거짓,2018,참,June,"2,897.70","3,622","2,897.70",1
참, Buloke,2018,4 Western,참,거짓,2018,참,June,"2,963.90",184,"2,963.90",1
참, Moreland,2018,1 North West Metro,참,거짓,2018,참,June,"6,301.50","11,189","6,301.50",1
참, Unincorporated Vic,2018,Unincorporated Vic,거짓,거짓,2018,참,June,,107,,1
참, Mildura,2018,4 Western,참,거짓,2018,참,June,"9,089.10","5,100","9,089.10",1
참, Central Goldfields,2018,4 Western,참,거짓,2018,참,June,"7,456.60",993,"7,456.60",1
참, Gannawarra,2018,4 Western,참,거짓,2018,참,June,"3,993.60",423,"3,993.60",1
참, Mornington Peninsula,2018,3 Southern Metro,참,거짓,2018,참,June,"5,028.40","8,368","5,028.40",1
참, Wodonga,2018,2 Eastern,참,거짓,2018,참,June,"5,759.20","2,390","5,759.20",1
참, Towong,2018,2 Eastern,참,거짓,2018,참,June,"2,724.00",166,"2,724.00",1
참, Nillumbik,2018,1 North West Metro,참,거짓,2018,참,June,"2,676.30","1,726","2,676.30",1
참, Loddon,2018,4 Western,참,거짓,2018,참,June,"4,437.10",337,"4,437.10",1
참, Whittlesea,2018,1 North West Metro,참,거짓,2018,참,June,"5,248.20","11,568","5,248.20",1
참, Hobsons Bay,2018,1 North West Metro,참,거짓,2018,참,June,"5,072.60","4,823","5,072.60",1
참, Yarra Ranges,2018,2 Eastern,참,거짓,2018,참,June,"3,530.80","5,568","3,530.80",1
참, Kingston,2019,3 Southern Metro,참,거짓,2019,참,June,"5,377.80","8,767","5,377.80",1
참, Darebin,2019,1 North West Metro,참,거짓,2019,참,June,"7,104.10","11,165","7,104.10",1
참, Mansfield,2019,2 Eastern,참,거짓,2019,참,June,"3,488.60",328,"3,488.60",1
참, Yarriambiack,2019,4 Western,참,거짓,2019,참,June,"4,468.40",298,"4,468.40",1
참, Hindmarsh,2019,4 Western,참,거짓,2019,참,June,"4,539.00",257,"4,539.00",1
참, Mornington Peninsula,2019,3 Southern Metro,참,거짓,2019,참,June,"4,801.20","8,085","4,801.20",1
참, Whitehorse,2019,2 Eastern,참,거짓,2019,참,June,"3,686.70","6,479","3,686.70",1
참, Ballarat,2019,4 Western,참,거짓,2019,참,June,"7,403.60","8,118","7,403.60",1
참, Latrobe,2019,2 Eastern,참,거짓,2019,참,June,"12,915.30","9,819","12,915.30",1
참, Horsham,2019,4 Western,참,거짓,2019,참,June,"6,805.10","1,373","6,805.10",1
참, Northern Grampians,2019,4 Western,참,거짓,2019,참,June,"6,326.90",740,"6,326.90",1
참, Hume,2019,1 North West Metro,참,거짓,2019,참,June,"6,677.00","15,697","6,677.00",1
참, Golden Plains,2019,4 Western,참,거짓,2019,참,June,"1,972.40",469,"1,972.40",1
참, Buloke,2019,4 Western,참,거짓,2019,참,June,"3,296.00",203,"3,296.00",1
거짓,Total,2019,3 Southern Metro,참,거짓,2019,참,June,"5,668.60","89,969","5,668.60",1
거짓,Total,2019,2 Eastern,참,거짓,2019,참,June,"4,939.40","84,520","4,939.40",1
거짓,Total,2019,Justice Institutions and Immigration Facilities,거짓,거짓,2019,참,June,,"1,392",,1
거짓,Total,2019,Unincorporated Vic,거짓,거짓,2019,참,June,,99,,1
거짓,Total,2019,1 North West Metro,참,거짓,2019,참,June,"6,667.50","147,608","6,667.50",1
거짓,Total,2019,4 Western,참,거짓,2019,참,June,"6,114.80","62,237","6,114.80",1
참, Warrnambool,2019,4 Western,참,거짓,2019,참,June,"8,368.50","2,934","8,368.50",1
참, Loddon,2019,4 Western,참,거짓,2019,참,June,"4,947.50",377,"4,947.50",1
참, Baw Baw,2019,2 Eastern,참,거짓,2019,참,June,"6,179.40","3,335","6,179.40",1
참, Maroondah,2019,2 Eastern,참,거짓,2019,참,June,"5,119.20","6,033","5,119.20",1
참, Campaspe,2019,4 Western,참,거짓,2019,참,June,"7,922.00","3,017","7,922.00",1
참, Surf Coast,2019,4 Western,참,거짓,2019,참,June,"2,698.70",922,"2,698.70",1
참, Southern Grampians,2019,4 Western,참,거짓,2019,참,June,"6,198.00","1,014","6,198.00",1
참, Casey,2019,3 Southern Metro,참,거짓,2019,참,June,"4,665.70","16,404","4,665.70",1
참, Whittlesea,2019,1 North West Metro,참,거짓,2019,참,June,"5,271.80","11,905","5,271.80",1
참, Hobsons Bay,2019,1 North West Metro,참,거짓,2019,참,June,"5,083.30","4,866","5,083.30",1
참, Strathbogie,2019,2 Eastern,참,거짓,2019,참,June,"4,406.10",480,"4,406.10",1
